name,city,state,state_code,postal_code,category,type,subtypes,business_status,phone,website,address,has_address,has_phone,has_website,open_24_hours,emergency_evidence,classification,reason,duplicate_of,source_record_id
Flagami Plumbing,Miami,Florida,FL,33126,Plumber,Plumber,"Plumber, Plumbing",OPERATIONAL,+13056005520,http://www.flagamiplumbing.com,"7759 NW 2nd St, Miami, FL 33126",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJzyhc-2232YgRi3XIGo8_eBo
Horne Plumbing,Miami,Florida,FL,33143,Plumber,Plumber,Plumber,OPERATIONAL,+13056668583,https://horneplumbing.com,"6767 SW 81st St, Miami, FL 33143",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJBcoINsGxk0gRJRM3NxUI0Ig
"Kabi Plumbing, Inc.",Miami,Florida,FL,33174,Plumber,Plumber,Plumber,OPERATIONAL,+17863427855,,"11034 W Flagler St, Miami, FL 33174",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJSZMqmCe_2YgReCHtEG2BQS8
Laredo Plumbing Inc.,Miami,Florida,FL,33175,Plumber,Plumber,Plumber,OPERATIONAL,+17863440873,,"1994 SW 142nd Ave, Miami, FL 33175",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ3fQSuua62YgRTfpLAR5N174
Liriano Plumbing Inc.,Miami,Florida,FL,33175,Plumber,Plumber,Plumber,OPERATIONAL,+13054399023,http://lirianoplumbing.com,"14325 SW 52nd St, Miami, FL 33175",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJZ2CE5EfB2YgRs4vOi35speg
Ludlam Plumbing,Miami,Florida,FL,33155,Plumber,Plumber,"Plumber, Plumbing",OPERATIONAL,+13056005520,http://www.ludlamplumbing.com,"7194 SW 41st St, Miami, FL 33155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJBUpOcWW42YgRqQhNl06YDu4
"Manny & Lou Plumbing Contractors,Inc.",Miami,Florida,FL,33155,Plumber,Plumber,Plumber,OPERATIONAL,+13056667511,https://mannyandlou.com,"7105 SW 47th St, Miami, FL 33155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJWf8OYXC42YgRFu-vfU8QzkY
Mohr corp plumbing,Miami,Florida,FL,33155,Plumber,Plumber,Plumber,OPERATIONAL,+13059626978,http://mohrcorpplumbing.net,"3121 SW 64th Ave, Miami, FL 33155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJKzd0UCC52YgRfzQAOXqMqdw
N & Q Electric & Plumbing Miami,Miami,Florida,FL,33125,Electrician,Plumber,"Plumber, Electrician",OPERATIONAL,+13056025615,https://www.nandqelectricandplumbing.com,"2137 NW 7th St, Miami, FL 33125",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQCQHjC32YgRdJGRvlLqRwk
Oasis Plumbing,Miami,Florida,FL,33138,Plumber,Plumber,"Plumber, Contractor, Drainage service, Pipe supplier, Water filter supplier, Water purification company, Water softening equipment supplier",OPERATIONAL,+13059008224,https://www.calloasis.com/%3Futm_source%3DGoogle%2BMaps%26utm_medium%3DOrganic,"7805 NE Bayshore Ct Unit 4, Miami, FL 33138",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJUUoSr7JfE2gRe4BxWfaVN8U
Precision Mechanical and Plumbing,Miami,Florida,FL,33155,Plumber,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, HVAC contractor, Repair service, Water damage restoration service, Water filter supplier, Water testing service",OPERATIONAL,+17864854994,https://precisionmechanicaltech.com,"4633 SW 74th Ave, Miami, FL 33155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJgxb8dnu42YgRoBoP0ztTLls
Professional Trenchless Plumbing,Miami,Florida,FL,33157,Drainage service,Plumber,"Plumber, Drainage service",OPERATIONAL,+17865375215,https://ptsewerrepair.com,"9536 st SW 166th Terrace, Miami, FL 33157",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJkdW6P3nF2YgRprzSHIdRyFY
RCR plumbing services inc,Miami,Florida,FL,33176,Plumber,Plumber,"Plumber, Drainage service, Gasfitter",OPERATIONAL,+13053361646,http://www.rcrplumbingservices.com,"14707 S Dixie Hwy #315, Miami, FL 33176",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJMVLPfjHF2YgRy9ETZmJ9Lkk
Right Way Plumbing Co,Miami,Florida,FL,33122,Plumber,Plumber,"Plumber, Contractor",OPERATIONAL,+19544230000,http://www.rightwayplumbing.com,"7325 NW 35th St, Miami, FL 33122",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJaXTQ_IO52YgRxYw45AnsiHI
"Ringemann Plumbing, Inc.",Miami,Florida,FL,33142,Plumber,Plumber,Plumber,OPERATIONAL,+13056354516,https://www.ringemannplumbing.com,"2190 NW 22nd Ct, Miami, FL 33142",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJm6voVxO32YgRn9_LdI2IJ5Y
Royal Flush Plumbing & Supply,Miami,Florida,FL,33177,Plumber,Plumber,Plumber,OPERATIONAL,+13052557755,http://royalflushplumbingmiami.com,"21031 SW 125th Avenue Rd, Miami, FL 33177",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJI0dkDw7D2YgRbOb_9TYwCkc
Royal Plumbing Corporation,Miami,Florida,FL,33147,Plumber,Plumber,Plumber,OPERATIONAL,+13056941964,,"3525 NW 79th St, Miami, FL 33147",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJA2RKKI2w2YgRZ0FtKWoo6o8
South End Plumbing Inc,Miami,Florida,FL,33176,Plumber,Plumber,Plumber,OPERATIONAL,+13052357177,,"8805 SW 129th St, Miami, FL 33176",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJFZXEwOzG2YgRdM2jPZq2S7A
"USA Plumbing & Septic, Inc - Plumbing Service",Miami,Florida,FL,33129,Plumber,Plumber,"Plumber, Septic system service",OPERATIONAL,+13058561696,http://www.usaplumbingandseptic.com,"415 SW 19th Rd, Miami, FL 33129",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJZ0nTcIm22YgR_kXZuV986IE
"USA Plumbing & Septic, Inc. - Plumber Miami",Miami,Florida,FL,33142,Plumber,Plumber,"Plumber, Septic system service",OPERATIONAL,+13058561696,https://www.usaplumbingandseptic.com,"2745 NW 24th St, Miami, FL 33142",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJnxQZWi632YgRV6g6er6pt0U
"V & V Plumbing, Inc",Miami,Florida,FL,33147,Plumber,Plumber,Plumber,OPERATIONAL,+17862819960,,"3019 NW 88th St, Miami, FL 33147",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJG7S2HH2x2YgRQS23o65frRk
Epoca Corp (plumbing Contractor),North Miami,Florida,FL,33161,Plumber,Plumber,"Plumber, Contractor",OPERATIONAL,+13057785103,,"800 NE 125th St, North Miami, FL 33161",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAQDQ-QOy2YgRWkpncvSB6Vs
Felix Fera Plumbing,North Miami,Florida,FL,33181,Plumber,Plumber,Plumber,OPERATIONAL,+13059455325,https://felixferaplumbing.com,"1885 NE 149th St A, North Miami, FL 33181",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJT483d5St2YgRSIfNzq3SM5I
Kings Plumbing,North Miami,Florida,FL,33168,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Air duct cleaning service, Boiler supplier, Chimney sweep, Dryer vent cleaning service, Electrician, Heating contractor, HVAC contractor",OPERATIONAL,+13056855773,,"14050 NW 6th Ct, North Miami, FL 33168",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJGygQ7yGu2YgRp07pOR85dqo
Oasis Plumbing,North Miami,Florida,FL,33161,Plumber,Plumber,"Plumber, Contractor, Drainage service, Heating contractor, Water purification company, Water testing service",OPERATIONAL,+13058344321,https://calloasis.com/%3Futm_campaign%3Dgmb,"13001 NE 14th Ave, North Miami, FL 33161",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJD-gDHXpbwokRscAgchnOoGw
Mouradian Plumbing & Heating,Arlington,Massachusetts,MA,2476,Plumber,Plumber,"Plumber, Contractor, Heating contractor",OPERATIONAL,+17817903890,https://www.mouradianplumbingheating.com,"32 Prentiss Rd #204, Arlington, MA 02476",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJE84fsUd244kRiIvk_SW-w-0
"Freiner Company, Inc.",Belmont,Massachusetts,MA,2478,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Gasfitter, Heating contractor, Heating equipment supplier, HVAC contractor",OPERATIONAL,+16174844404,http://www.freiner.com,"45 Brighton St, Belmont, MA 02478",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJSYAo77p344kRBoUD342xGN0
Colantuno & Son Plumbing,Boston,Massachusetts,MA,2132,Plumber,Plumber,Plumber,OPERATIONAL,+16172725631,,"Centre St, Boston, MA 02132",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJxWEDhz1_44kRCKkewML23Ng
Excel Plumbing and heating,Boston,Massachusetts,MA,2124,Plumber,Plumber,"Plumber, Heating contractor",OPERATIONAL,+16179133524,http://www.excelphboston.com,"256 Ashmont St Suite 3, Boston, MA 02124",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJNZQNQAV744kR72ep4oA3pR0
F.W. Webb Company - Boston,Boston,Massachusetts,MA,2119,Wholesaler,Wholesaler,"Wholesaler, Heating equipment supplier, Industrial equipment supplier, Plumbing supply store",OPERATIONAL,+16172272240,https://www.fwwebb.com/locations/branch.php%3Fst%3DMA%26city%3DBoston,"101 Hampden St, Boston, MA 02119",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ7-frdXB644kRChooiwALc8E
Narrow Way Plumbing & Heating,Boston,Massachusetts,MA,2124,Plumber,Plumber,"Plumber, Heating contractor",OPERATIONAL,+16174365229,http://narrowway.com,"217 Norfolk St, Boston, MA 02124",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJiRFzR_F744kREBVdRjb9sUY
Primetime Boston Plumbers,Boston,Massachusetts,MA,2108,Plumber,Plumber,Plumber,OPERATIONAL,+16179368955,,"127 Tremont St, Boston, MA 02108",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJAfqaIf6B1mYRHZkvHvy0ZCI
Reservoir Home,Boston,Massachusetts,MA,2129,Plumber,Plumber,"Plumber, Hot water system supplier",OPERATIONAL,+16172493048,https://reservoirhome.com,"50 Terminal St Bldg 2, Suite 723, Boston, MA 02129",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJzUFBv4xx44kROdi7WNG1Cdw
"Minuteman Plumbing, Heating & Cooling",Cambridge,Massachusetts,MA,2138,Plumber,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Furnace repair service, Heating contractor, HVAC contractor, Mechanical contractor",OPERATIONAL,+16179993249,https://minutemanplumbing.com,"100 Garden St, Cambridge, MA 02138",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJH8DummWT5UwRF0jBpLzUbvI
Royal Plumber Cambridge,Cambridge,Massachusetts,MA,2140,Plumber,Plumber,Plumber,OPERATIONAL,+13393298721,,"2386 Massachusetts Ave, Cambridge, MA 02140",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJezSsgNMWmoYRtlAugK_k3PY
A.F. Ventolieri Plumbing & Heating LLC,Charlestown,Massachusetts,MA,2129,Plumber,Plumber,Plumber,OPERATIONAL,+16172934253,https://clienthub.getjobber.com/client_hubs/a9690761-8aeb-4671-8fcc-b26ab0c88a14/public/work_request/new%3Fsource%3Dsocial_media,"50 Terminal St, Charlestown, MA 02129",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJU-sWSGl644kRYr6SYpWatRE
Drew Donarumo Plumbing and Heating,Chelsea,Massachusetts,MA,2150,Plumber,Plumber,Plumber,OPERATIONAL,+16172936801,https://www.drewdonarumoplumbing.net,"714 Broadway, Chelsea, MA 02150",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJRa0aULhx44kRIvB0tmqgwM8
Gomes Plumbing Heating & Cooling,Dorchester,Massachusetts,MA,2122,Plumber,Plumber,"Plumber, Heating contractor, HVAC contractor",OPERATIONAL,+16178187601,http://www.gomesplumbingheatingandcooling.com,"63 Hecla St, Dorchester, MA 02122",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJo3oGILB744kRT5Jnyt6gcrs
John's Plumbing & Heating,Dorchester,Massachusetts,MA,2122,Heating contractor,Heating contractor,Heating contractor,OPERATIONAL,+16172889462,,"20 Woodworth St, Dorchester, MA 02122",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJBzejfXF744kRn6V4vTm0kuA
Plumbers & Gasfitters UA Local 12,Dorchester,Massachusetts,MA,2125,Labor union,Labor union,Labor union,OPERATIONAL,+16172886200,http://www.plumbersandgasfitterslocal12.org,"1240 Massachusetts Ave, Dorchester, MA 02125",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJe_cali9744kRpDgQGSfU9A4
R T Ford Plumbing & Co,Dorchester,Massachusetts,MA,2122,Plumber,Plumber,"Plumber, Air conditioning contractor, Heating contractor",OPERATIONAL,+16174360353,http://www.neponset.org,"14 Minot St, Dorchester, MA 02122",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJr1Bo0HZ744kR16jwk8ryUlg
Buckley Brothers Inc,Malden,Massachusetts,MA,2148,Plumber,Plumber,Plumber,OPERATIONAL,+17813227509,https://www.buckleybrothers.net,"56 Edmund St, Malden, MA 02148",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJSz2nIMhz44kR3ptgXwmnqNo
Shalin Plumbing & Heating,Malden,Massachusetts,MA,2148,Plumber,Plumber,"Plumber, Air conditioning repair service, Furnace repair service, Heating contractor",OPERATIONAL,+17815584680,https://www.shalinplumbing.com,"59 Bowdoin St, Malden, MA 02148",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJfcnw_X9x44kRNbqK9JWJzJ0
In A Flash Heating and Plumbing,Medford,Massachusetts,MA,2155,Plumber,Plumber,"Plumber, Drainage service, Gas installation service, Gasfitter, Heating contractor",OPERATIONAL,+17815722575,https://www.flash-plumbing.com,"26 Sprague Ct, Medford, MA 02155",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJvYZm1n9x44kR9LW2FTW890c
Floros Plumbing & Heating - Melrose Massachusetts,Melrose,Massachusetts,MA,2176,Plumber,Plumber,"Plumber, HVAC contractor",OPERATIONAL,+16176073396,https://florosplumbingandheating.com,"66 Russell St, Melrose, MA 02176",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJFbQKPpVz44kR8YDkX9sw3xg
Power Plumbing,Milton,Massachusetts,MA,2186,Plumber,Plumber,"Plumber, Drainage service, Heating contractor, HVAC contractor",OPERATIONAL,+16176981818,https://powerplumbingboston.com,"16 Churchill St, Milton, MA 02186",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ83NouiB844kRxvQo8ahgJs8
AVIKSIS PLUMBING,Newton,Massachusetts,MA,2458,Plumber,Plumber,Plumber,OPERATIONAL,+16175925939,,"254 California St, Newton, MA 02458",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ4xQ20KWC44kRLjf_DweOnss
Hegarty Plumbing,Quincy,Massachusetts,MA,2169,Plumber,Plumber,"Plumber, Air conditioning contractor, Heating contractor",OPERATIONAL,+16174799536,https://gerryhegartyplumbing.com,"390 Granite St, Quincy, MA 02169",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJVVWBbsV844kRO4wwSsmcGgw
Rich Mathews & Son Plumbing & Gas Heating,Revere,Massachusetts,MA,2151,Heating contractor,Plumber,"Plumber, HVAC contractor, Heating contractor",OPERATIONAL,+17812845350,http://www.mathewsplumbing.com,"344 Mountain Ave, Revere, MA 02151",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJq5WfN_Jx44kRTnSqwCCJ45E
Jim's Plumbing & Heating,Somerville,Massachusetts,MA,2144,Plumber,Plumber,"Plumber, Heating contractor",OPERATIONAL,+16174848234,http://www.jimsplumbingheating.com,"99 Albion St STE 6, Somerville, MA 02144",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJNY9tlOt344kRfXBOxD2Xnz4
J.W. Langton Plumbing & Heating L.L.C,Waltham,Massachusetts,MA,2452,Plumber,Plumber,"Plumber, Bathroom remodeler, Gas installation service, Gasfitter, Kitchen remodeler",OPERATIONAL,+17812666623,http://jwlangton.com,"611 Trapelo Rd, Waltham, MA 02452",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ8w5eGd6c44kRSJULj4irTPY
James McManus Plumbing and Heating,West Roxbury,Massachusetts,MA,2132,Plumber,Plumber,Plumber,OPERATIONAL,+16173258500,,"8 Bungalow Rd, West Roxbury, MA 02132",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJCRjgPg9_44kRASiAFdHYb9Y
"Ernie's Plumbing Service, Inc.",Arlington,Texas,TX,76013,Plumber,Plumber,Plumber,OPERATIONAL,+18888020005,https://www.erniesplumbing.com,"1809 W Pioneer Pkwy, Arlington, TX 76013",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ_____28mTIYRzOp4tys-Ok4
"Carrollton Plumbing Service, Inc.",Carrollton,Texas,TX,75007,Plumber,Plumber,Plumber,OPERATIONAL,+19728200565,https://www.carrolltonplumbingservice.com/%3Futm_source%3Dgoogle_business_profile%26utm_medium%3Dorganic,"1448 Halsey Way #100, Carrollton, TX 75007",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJt7uFT9klTIYRtNnnEV2EWzM
"Cathedral Plumbing of Texas, LLC",Carrollton,Texas,TX,75007,Plumber,Plumber,"Plumber, Drainage service",OPERATIONAL,+19724462500,https://www.cathedralplumbingtx.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3Dlocal,"1451 Halsey Way, Carrollton, TX 75007",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJXeVHbFcvTIYRlFvo1-AZ_Dw
Cole's Plumbing,Carrollton,Texas,TX,75006,Plumber,Plumber,"Plumber, Drainage service, Gas installation service",OPERATIONAL,+19722109033,https://colesplumbingdallas.com,"1325 W Whitlock Ln #309, Carrollton, TX 75006",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJqYFXlps7TIYRlj0i-xoLFDo
Jim's Plumbing Now,Carrollton,Texas,TX,75006,Plumber,Plumber,"Plumber, Contractor, Drainage service, Hot water system supplier",OPERATIONAL,+19724781082,https://www.jimsplumbingnow.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3DGMBListing-Carrollton-TX,"2418 Marsh Ln #106, Carrollton, TX 75006",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJDV3lLwAnTIYRHvtYqWqOvZg
Agave Plumbing Inc.,Dallas,Texas,TX,75212,Plumber,Plumber,Plumber,OPERATIONAL,+12146890496,https://agaveplumbing.com,"2772 W Commerce St, Dallas, TX 75212",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJK3P9MqObToYRTG_qYp9ULnk
Atlas Plumbing & Heating Co,Dallas,Texas,TX,75229,Plumber,Plumber,Plumber,OPERATIONAL,+19722438051,,"11311 Harry Hines Blvd ste 505, Dallas, TX 75229",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJu-5oHIknTIYRZQPttPdUX-A
Barbosa Plumbing & Air Conditioning,Dallas,Texas,TX,75220,Air conditioning repair service,Plumber,"Plumber, Air conditioning contractor, Bathroom remodeler, Drainage service, Furnace repair service, Heating contractor, HVAC contractor, Air conditioning repair service",OPERATIONAL,+19728468513,https://www.barbosamechanical.com/location/dallas/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"9810 Abernathy Ave, Dallas, TX 75220",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJU9OcOJ6dToYRNxXSmnyu4ic
"Cody & Sons Plumbing, Heating & Air",Dallas,Texas,TX,75208,HVAC contractor,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Furnace repair service, Heating contractor, Kitchen remodeler, HVAC contractor",OPERATIONAL,+14692003366,http://www.codyandsons.com,"209 W Clarendon Dr, Dallas, TX 75208",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJc2yzu_KZToYREYi_mlEkTdA
Nikki's Plumbing Company,Euless,Texas,TX,76039,Plumber,Plumber,Plumber,OPERATIONAL,+18178865512,https://www.nikkisplumbingcompany.com,"216 E Denton Dr, Euless, TX 76039",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ5UlN3DCfToYRyrBEg5YlQFo
texas service plumbing,Farmers Branch,Texas,TX,75234,Plumber,Plumber,Plumber,OPERATIONAL,+12145249869,http://www.texasserviceplumbing.com,"3071 Longmeade Dr, Farmers Branch, TX 75234",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJpZaoACsnTIYRog3bpkQA9X8
Legacy Plumbing,Frisco,Texas,TX,75034,Plumber,Plumber,"Plumber, Contractor, Drainage service, Electrician, Gasfitter, Hot water system supplier",OPERATIONAL,+19727072184,https://legacyplumbing.net/frisco-tx-plumber,"8765 Stockard Dr Ste 104, Frisco, TX 75034",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJTWd_HzU7TIYRFESzhM2h5P0
Delta 1 Plumbing,Grand Prairie,Texas,TX,75050,Plumber,Plumber,Plumber,OPERATIONAL,+19722633002,http://delta1plumbing.com,"2012 E Main St, Grand Prairie, TX 75050",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJo88E2rKFToYRlaWwoMgGfso
All Complete Plumbing LLC,Hurst,Texas,TX,76053,Plumber,Plumber,Plumber,OPERATIONAL,+18172852800,http://www.allcompleteplumbing.com,"149 W Hurst Blvd, Hurst, TX 76053",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJX2U1Vch-ToYRsQES03NTv7c
.plumberirvingtexas.,Irving,Texas,TX,75063,Home help,Home help,Home help,OPERATIONAL,+14699090161,https://plumberirvingtexas.com,"8302 Esters Blvd, Irving, TX 75063",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJWyi8TDcrTIYRUHSgQOMTDwk
Environmental Plumbing Solutions,Irving,Texas,TX,75061,Plumber,Plumber,Plumber,OPERATIONAL,+19725547675,https://epsdfw.com,"1320 Ford St, Irving, TX 75061",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJq_EB_9CcToYRSwmJ8otciKE
Home Town Plumbing,Irving,Texas,TX,75060,Plumber,Plumber,Plumber,OPERATIONAL,+19727908449,https://www.hometownplumbingirving.com/contact-our-plumber.html,"317 Knob Oak Ct, Irving, TX 75060",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ0zDWY-aDToYRbNPJib85T8I
Irving Water Heater Repair,Irving,Texas,TX,75062,Heating contractor,Heating contractor,Heating contractor,OPERATIONAL,+19726460907,http://irvingwaterheaterrepair.com,"3634 Irving Mall, Irving, TX 75062",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJC7xIXi2CToYRXaNPRTSl3_c
irving waterheatering,Irving,Texas,TX,75062,Plumber,Plumber,Plumber,OPERATIONAL,+19452922308,https://irvingwaterheaters.com,"3535 N Belt Line Rd, Irving, TX 75062",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ86oxBEUTL4oRubcGniC7krk
John Klassen LLC,Irving,Texas,TX,75060,Plumber,Plumber,Plumber,OPERATIONAL,+19722599600,,"118 S Main St, Irving, TX 75060",true,true,false,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ86HX1WuDToYRWv09VfbUviU
Just For You Plumbing and Heating,Irving,Texas,TX,75039,Plumber,Plumber,Plumber,OPERATIONAL,+19729280102,https://justforyouplumbers.com/irving-tx,"6565 N MacArthur Blvd #406, Irving, TX 75039",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJNThPsYopTIYRcWWwfLTYJnA
Pipe Dream Maintenance,Irving,Texas,TX,75063,Plumber,Plumber,Plumber,OPERATIONAL,+18172210543,http://plumbersirvingtx.com,"1635 Market Pl Blvd, Irving, TX 75063",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJg4vCLgIpTIYRP79PkuSAzs0
Ron's Irving Plumbing,Irving,Texas,TX,75061,Plumber,Plumber,"Plumber, Air conditioning contractor, Electrician, HVAC contractor",OPERATIONAL,+19723992022,https://www.ronsirvingservice.com,"2126 Parkside Ave, Irving, TX 75061",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJcdTwP5iDToYRUl2myJkfAsQ
RWD Services LLC,Irving,Texas,TX,75062,Plumber,Plumber,Plumber,OPERATIONAL,+19408723878,https://slableakdetectionirving.com,"1002 Sam Hill St, Irving, TX 75062",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJTf832msrTIYRwFV7HfAuGfs
S & T Plumbing,Irving,Texas,TX,75060,Plumber,Plumber,Plumber,OPERATIONAL,+19722595286,http://www.stplumbing.com,"804 W Shady Grove Rd, Irving, TX 75060",true,true,true,false,false,manual_review,operational plumbing candidate without explicit emergency or 24/7 evidence,,ChIJ5zDMe3yDToYRiPdwPRU61bo
