name,city,state,state_code,postal_code,category,type,subtypes,business_status,phone,website,address,has_address,has_phone,has_website,open_24_hours,emergency_evidence,classification,reason,duplicate_of,source_record_id
Ellsworth Supply Co Inc,Dorchester,Massachusetts,MA,2122,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,,http://www.ellsworthsupply.com,"1332 Dorchester Ave, Dorchester, MA 02122",true,false,true,false,false,excluded,not a plumbing service candidate,,ChIJBbgkfqV744kRLQxFUFbAyWI
Plumbers' Supply Co Dorchester MA,Dorchester,Massachusetts,MA,2122,Plumbing supply store,Plumbing supply store,Plumbing supply store,OPERATIONAL,+16175068453,http://www.plumberssupplyco.com,"1334 Dorchester Ave, Dorchester, MA 02122",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJ5dVAzXR744kRccR6HKod3lE
"J.M. Mechanical Services, Inc",East Boston,Massachusetts,MA,2128,Heating contractor,Heating contractor,Heating contractor,OPERATIONAL,+16175614733,,"172 Orleans St, East Boston, MA 02128",true,true,false,true,true,excluded,not a plumbing service candidate,,ChIJIb7RnENw44kRlb_Eq7qUaqo
Economy Plumbing & Heating Supply Co,Mattapan,Massachusetts,MA,2126,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Air conditioning system supplier, Air filter supplier, Bathroom supply store, Boiler supplier, Furnace parts supplier, Furnace store, Heating equipment supplier, Pipe supplier, Water filter supplier",OPERATIONAL,+16174331200,http://www.economyplumbing.com,"875 Morton St, Mattapan, MA 02126",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJb3PmCgh844kRuXiBjE1ovqs
Metropolitan Pipe & Supply Co.,Somerville,Massachusetts,MA,2143,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store, Pipe supplier",OPERATIONAL,+16174926400,https://www.metpipe.com,"30 Inner Belt Rd, Somerville, MA 02143",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJBSig069w44kRQ6JMSvkgN9Y
New York Replacement Parts,New York,New York,NY,10128,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Heating equipment supplier",OPERATIONAL,+12125340818,https://www.nyrpcorp.com,"1462 Lexington Ave, New York, NY 10128",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJWUZsJKRYwokRPeoMFOB8Yho
Mark Ondras Plumbing,Colleyville,Texas,TX,76034,,,,OPERATIONAL,,,"1708 Arthur Dr, Colleyville, TX 76034",true,false,false,false,false,excluded,missing phone,,ChIJq6q-mYPVTYYRZuloC66DMxc
Plumbing Spring Valley TX,Euless,Texas,TX,76039,Plumber,Plumber,Plumber,OPERATIONAL,,http://plumbingspringvalleytx.com,"910 Canyon Oak Dr, Euless, TX 76039",true,false,true,false,false,excluded,missing phone,,ChIJq6oWdEOAToYRYir10TOfYBM
Van Marcke Plumbing Supply,Farmers Branch,Texas,TX,75234,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Hardware store, Pipe supplier, Water filter supplier, Water softening equipment supplier",OPERATIONAL,+14692915040,https://vanmarckeplumbingsupply.com,"2430 Valley View Ln Ste 200, Farmers Branch, TX 75234",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJiUMveECoK4cRHYXlAPtJEZw
Apex Supply Company,Irving,Texas,TX,75061,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Kitchen supply store",OPERATIONAL,+19727901550,https://apexsupplyco.com/pages/location/irving,"820 N Belt Line Rd #6318, Irving, TX 75061",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJnZ8jiMSDToYRIvnBK6RscWI
Ferguson Plumbing Supply,Irving,Texas,TX,75062,Plumbing supply store,Plumbing supply store,"Plumbing supply store, Bathroom supply store, Hardware store, Home improvement store, Industrial equipment supplier, Insulation contractor, Safety equipment supplier, Wholesaler",OPERATIONAL,+19722527490,https://www.ferguson.com/store/tx/irving/plumbingpvf-1171%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Drt_lis_listingtraffic%26utm_content%3Dlisting,"2700 N O'Connor Rd Ste 102A, Irving, TX 75062",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJRUfi8eKCToYRWV-zX1hGGCw
HFC Services LLC,Irving,Texas,TX,75061,Utility contractor,Utility contractor,"Utility contractor, Excavating contractor, Water utility company",OPERATIONAL,+12145352876,http://hfcservicesdfw.com,"337 N Briery Rd, Irving, TX 75061",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJjXs9S4yDToYRfVJktWvu7CA
Jared's Finest Plumbing,Irving,Texas,TX,75061,Plumber,Plumber,Plumber,OPERATIONAL,,,"1100 Luke St #1100, Irving, TX 75061",true,false,false,true,true,excluded,missing phone,,ChIJH1p5eaWDToYRdLFN9S1LOCU
"Same Day Plumbing, LLC",Irving,Texas,TX,75062,Plumber,Plumber,"Plumber, Bathroom remodeler, Construction company, Dry wall contractor, Kitchen remodeler, Mechanical contractor, Roofing contractor, Water damage restoration service, Waterproofing service",OPERATIONAL,,http://samedayplumbing.pro,"415 E Airport Fwy Ste 402, Irving, TX 75062",true,false,true,true,true,excluded,missing phone,,ChIJHZ020WGDToYRTzm1_Nh96Nw
SOS WaterHeating Irving,Irving,Texas,TX,75063,Contractor,Contractor,Contractor,OPERATIONAL,+19452922258,https://soswaterheaterirving.com,"10009 N MacArthur Blvd, Irving, TX 75063",true,true,true,false,false,excluded,not a plumbing service candidate,,ChIJU7Xj6q5veAAR1vnsTBgQh34
